Matricula,Nombre,Calificacion 1,Calificacion 2,Calificacion 3
11623,Pedro María  Rodríguez Pérez,54.0,73.0,66.0
10048,Laura Angel  López Gómez,88.0,84.0,41.0
11115,Sofía Carlos  González Gómez,51.0,44.0,58.0
19875,Carlos Luis  González Gómez,79.0,47.0,66.0
17129,Laura Lucia  Gómez Rodríguez,53.0,89.0,44.0
13286,Pedro Carlos  Rodríguez Martínez,94.0,63.0,88.0
18114,Isabel Laura  Gómez Martínez,44.0,65.0,59.0
13348,Carlos María  González Rodríguez,75.0,70.0,69.0
18007,María Pedro  Fernández Pérez,65.0,68.0,45.0
19141,Sofía Pedro  Fernández López,98.0,67.0,78.0
16641,Luis Pedro  González Martínez,51.0,60.0,50.0
18506,Isabel Betsua  Martínez Fernández,43.0,54.0,55.0
17745,Carlos Angel  Pérez Gómez,52.0,71.0,47.0
12637,Laura Laura  Martínez Fernández,59.0,69.0,78.0
12528,Isabel Juan  González Rodríguez,83.0,86.0,46.0
10071,Andrés Lucia  López López,65.0,50.0,77.0
18599,Andrés Juan  González Gómez,83.0,86.0,44.0
17451,Pedro Luis  Gómez Fernández,53.0,86.0,77.0
11211,Pedro Luis  González Fernández,46.0,81.0,83.0
16763,Pedro Carlos  Martínez Martínez,86.0,62.0,92.0
15244,Isabel Ana  Pérez Pérez,82.0,74.0,76.0
12935,Leticia María  Gómez Rodríguez,49.0,91.0,47.0
11312,Isabel Juan  Rodríguez González,95.0,46.0,89.0
19280,Isabel María  López Gómez,98.0,82.0,47.0
15574,Ana Betsua  Gómez Rodríguez,52.0,92.0,90.0
17460,Carlos Pedro  Fernández Pérez,85.0,89.0,72.0
13160,Carlos Luis  Rodríguez Martínez,95.0,82.0,61.0
18016,Andrés Ana  Fernández Pérez,54.0,87.0,101.0
16879,Sofía María  Gómez Martínez,48.0,44.0,98.0
10835,Pedro Pedro  Pérez López,84.0,84.0,95.0
12582,Leticia Carlos  Rodríguez González,92.0,41.0,71.0
14102,Pedro Pedro  Fernández López,82.0,78.0,70.0
14780,Carlos Carlos  Martínez Pérez,85.0,49.0,45.0
18818,Isabel Ana  Fernández González,101.0,74.0,87.0
14823,Laura Carlos  Martínez Martínez,69.0,61.0,94.0
17138,Luis María  Fernández Fernández,44.0,77.0,62.0
19667,Laura Betsua  Gómez González,92.0,62.0,43.0
10031,Isabel Juan  Martínez Fernández,43.0,74.0,80.0
18078,Isabel Laura  Rodríguez Rodríguez,53.0,98.0,95.0
11127,Andrés Juan  González Rodríguez,69.0,65.0,67.0
17729,María María  Rodríguez Martínez,65.0,77.0,58.0
14770,Leticia Betsua  López Pérez,81.0,43.0,41.0
17649,Ana Luis  González Fernández,91.0,67.0,53.0
19080,Sofía Pedro  González González,79.0,85.0,96.0
16007,Pedro Juan  Gómez Fernández,94.0,57.0,55.0
17861,Carlos Luis  González Fernández,96.0,88.0,65.0
11145,Leticia María  Gómez Gómez,79.0,58.0,84.0
15049,Leticia Angel  Fernández Martínez,82.0,87.0,86.0
13449,Laura María  Gómez Pérez,62.0,78.0,63.0
16856,María María  Fernández López,75.0,55.0,64.0
17591,Sofía Pedro  Pérez Fernández,87.0,100.0,73.0
15762,Luis Carlos  Rodríguez López,100.0,75.0,46.0
17249,Ana Ana  Fernández Gómez,88.0,51.0,55.0
12371,María Luis  Rodríguez González,64.0,43.0,96.0
17892,Pedro María  Fernández López,48.0,55.0,43.0
15916,Luis Ana  Fernández Pérez,98.0,60.0,79.0
11054,Andrés María  Gómez Fernández,77.0,46.0,62.0
14212,Leticia Juan  López González,52.0,61.0,68.0
19263,Sofía Laura  Pérez Pérez,45.0,68.0,97.0
13427,Laura Betsua  Rodríguez Pérez,90.0,79.0,53.0
19616,Luis Pedro  López Martínez,94.0,52.0,60.0
12219,Pedro Pedro  Pérez Fernández,69.0,48.0,79.0
18610,Luis Luis  Martínez Rodríguez,58.0,77.0,79.0
14686,Laura Lucia  Gómez Gómez,58.0,60.0,54.0
11328,Pedro Laura  González Rodríguez,84.0,65.0,68.0
12903,Ana Betsua  Rodríguez Rodríguez,53.0,60.0,100.0
10069,Pedro María  Fernández González,47.0,51.0,97.0
19152,Luis Laura  Fernández Rodríguez,76.0,80.0,40.0
19574,Ana Angel  López Fernández,76.0,56.0,47.0
18812,María Lucia  Martínez Gómez,42.0,79.0,61.0
17468,María Lucia  Martínez Fernández,59.0,49.0,52.0
19098,Andrés Luis  Fernández López,88.0,74.0,93.0
17910,Carlos Betsua  Martínez Pérez,76.0,44.0,47.0
14552,Ana Laura  González González,79.0,98.0,84.0
12970,Laura Luis  Martínez López,73.0,64.0,63.0
10085,María Betsua  Gómez Fernández,46.0,67.0,86.0
17123,Andrés Angel  Rodríguez González,76.0,85.0,61.0
15766,Luis Lucia  López Pérez,74.0,93.0,101.0
14944,Luis Betsua  Pérez Fernández,62.0,91.0,76.0
17163,Pedro Ana  Fernández Gómez,87.0,73.0,70.0
10781,Laura Pedro  Fernández Martínez,50.0,90.0,61.0
10536,Pedro Betsua  Gómez González,63.0,85.0,45.0
10759,María Carlos  Rodríguez Pérez,79.0,49.0,94.0
14074,Pedro Betsua  Rodríguez Fernández,93.0,99.0,98.0
16934,Sofía Pedro  Fernández Gómez,66.0,57.0,43.0
11500,Ana Pedro  Fernández González,75.0,57.0,93.0
10764,Leticia Carlos  González Pérez,69.0,69.0,92.0
16150,Ana María  Fernández López,64.0,70.0,62.0
17697,Leticia María  Gómez González,61.0,94.0,70.0
19780,Pedro Lucia  Martínez Rodríguez,64.0,85.0,96.0
13438,Pedro Carlos  Fernández López,54.0,56.0,82.0
11917,Laura Juan  Fernández Pérez,61.0,87.0,61.0
14381,Ana María  González Rodríguez,81.0,42.0,66.0
10299,Luis María  Gómez Pérez,40.0,81.0,74.0
12847,Sofía Ana  Rodríguez Gómez,71.0,84.0,81.0
17768,Sofía María  Rodríguez López,93.0,99.0,81.0
19926,Ana Betsua  González González,81.0,82.0,64.0
10772,Isabel Angel  Rodríguez Rodríguez,85.0,87.0,88.0
11097,Laura Pedro  López López,57.0,82.0,71.0
10310,Laura Lucia  Gómez Fernández,85.0,70.0,92.0
14120,Laura Laura  Gómez Rodríguez,51.0,73.0,71.0
12384,Leticia Lucia  Pérez Gómez,61.0,61.0,66.0
17171,Pedro Pedro  Martínez Martínez,75.0,95.0,62.0
12598,Ana Lucia  González López,73.0,53.0,75.0
13555,Ana Lucia  Martínez Pérez,55.0,98.0,92.0
13918,Leticia Luis  Rodríguez Pérez,73.0,69.0,76.0
13586,Carlos María  Pérez Fernández,90.0,82.0,49.0
18839,Laura Pedro  Fernández González,96.0,69.0,74.0
10293,Laura Pedro  Rodríguez Rodríguez,64.0,57.0,90.0
11007,Ana Laura  González González,47.0,75.0,42.0
17357,Andrés Carlos  Pérez Pérez,97.0,49.0,45.0
18004,Isabel María  Rodríguez Martínez,46.0,87.0,46.0
15437,Sofía Luis  Gómez Rodríguez,77.0,95.0,54.0
12483,Isabel Ana  Rodríguez Gómez,46.0,57.0,42.0
11177,Sofía Luis  González López,59.0,51.0,73.0
11011,Leticia Angel  López Gómez,66.0,96.0,70.0
19765,María Angel  Martínez Gómez,64.0,48.0,61.0
10785,Leticia Luis  Fernández López,92.0,69.0,67.0
10920,Sofía Carlos  Pérez Martínez,97.0,70.0,89.0
13741,Sofía Laura  Fernández López,77.0,57.0,46.0
16579,Leticia Betsua  López López,87.0,61.0,72.0
14327,Isabel Betsua  López Gómez,63.0,56.0,60.0
10158,Pedro Carlos  González Martínez,72.0,58.0,97.0
18099,Isabel Laura  López López,55.0,65.0,50.0
14280,Pedro Angel  González Gómez,44.0,91.0,59.0
11645,Luis Carlos  Rodríguez Fernández,64.0,41.0,90.0
19103,Carlos Angel  González Pérez,72.0,63.0,100.0
12455,Sofía Ana  López Rodríguez,75.0,49.0,76.0
11311,Andrés Ana  Pérez Fernández,77.0,78.0,62.0
16066,Leticia Ana  López Fernández,101.0,86.0,59.0
15216,Ana Angel  Rodríguez Pérez,96.0,42.0,86.0
18559,Laura Laura  Fernández González,99.0,76.0,47.0
13287,Leticia Juan  González González,58.0,42.0,79.0
18751,Isabel Laura  Rodríguez Gómez,51.0,85.0,93.0
13463,Carlos Carlos  López Rodríguez,48.0,86.0,90.0
19193,Isabel Juan  Pérez Pérez,45.0,66.0,94.0
18434,Luis Carlos  Rodríguez González,48.0,59.0,46.0
14897,Sofía Juan  López López,43.0,95.0,97.0
18579,Pedro María  Gómez Rodríguez,83.0,47.0,93.0
14062,María Pedro  Gómez Rodríguez,82.0,55.0,86.0
12587,Sofía Carlos  Fernández Gómez,42.0,45.0,83.0
13036,Sofía María  López González,92.0,91.0,65.0
15795,Laura María  Martínez López,77.0,88.0,91.0
11103,Isabel Carlos  Pérez Rodríguez,62.0,80.0,40.0
11658,Carlos Luis  Fernández Pérez,72.0,41.0,89.0
14673,Carlos Pedro  López González,65.0,51.0,80.0
16790,Pedro Juan  González Fernández,83.0,97.0,44.0
16936,Ana Juan  Martínez Fernández,47.0,45.0,42.0
18331,Luis Carlos  Fernández Pérez,48.0,58.0,68.0
14165,María Ana  Gómez González,71.0,70.0,89.0
18681,Pedro Betsua  Pérez Martínez,57.0,92.0,77.0
12507,María Lucia  Pérez Rodríguez,89.0,96.0,77.0
11816,Laura Juan  Rodríguez González,74.0,90.0,99.0
16092,Pedro Juan  Gómez López,84.0,65.0,89.0
16525,Leticia Luis  Martínez Pérez,96.0,40.0,63.0
11974,Laura Ana  González Pérez,99.0,94.0,64.0
13053,Laura María  Pérez González,57.0,68.0,77.0
10806,Sofía Juan  López González,51.0,87.0,56.0
16692,Luis Luis  González Fernández,90.0,84.0,97.0
19158,María Lucia  Rodríguez Fernández,98.0,73.0,97.0
10508,Carlos Juan  Pérez Pérez,75.0,45.0,54.0
19264,Luis Angel  López Fernández,75.0,60.0,42.0
14455,Carlos María  López Martínez,86.0,68.0,84.0
19383,María Juan  Rodríguez González,96.0,72.0,74.0
15166,Carlos Laura  López Gómez,56.0,61.0,70.0
13865,Carlos María  Fernández López,49.0,100.0,79.0
10277,Leticia Pedro  Rodríguez Gómez,50.0,75.0,99.0
10905,Andrés Carlos  López Fernández,58.0,94.0,47.0
10542,Laura María  González Pérez,57.0,83.0,55.0
10356,María Pedro  Gómez López,94.0,43.0,49.0
13824,Pedro Carlos  Rodríguez Fernández,60.0,58.0,40.0
15366,Leticia Pedro  Gómez Fernández,95.0,75.0,53.0
11835,Pedro María  Gómez Martínez,89.0,76.0,60.0
11496,Sofía Angel  Rodríguez González,81.0,69.0,97.0
14665,Sofía Ana  Martínez González,49.0,52.0,86.0
14192,Andrés Carlos  González Fernández,47.0,74.0,80.0
17645,Carlos Angel  Gómez Gómez,87.0,71.0,96.0
10944,Luis Betsua  Pérez Martínez,95.0,43.0,49.0
11747,Isabel Luis  López Gómez,94.0,64.0,59.0
16935,Carlos Ana  López Pérez,61.0,65.0,100.0
13831,Ana Laura  López González,40.0,88.0,81.0
14339,Carlos Betsua  Rodríguez Martínez,95.0,84.0,51.0
14442,Leticia Luis  Fernández Rodríguez,90.0,95.0,41.0
19682,Andrés Luis  López Martínez,60.0,96.0,89.0
19839,Luis Betsua  Fernández Pérez,71.0,82.0,76.0
11813,Pedro Ana  Gómez Gómez,54.0,55.0,60.0
12211,Carlos Pedro  Pérez López,88.0,80.0,59.0
18919,Isabel Carlos  Martínez Pérez,101.0,75.0,91.0
11932,Isabel Angel  Martínez Pérez,45.0,82.0,65.0
16067,Sofía Betsua  Gómez Gómez,44.0,94.0,51.0
15927,Sofía Carlos  Pérez Gómez,61.0,90.0,87.0
14379,Luis Lucia  González Pérez,41.0,43.0,89.0
15990,Leticia Angel  Pérez Gómez,41.0,47.0,59.0
10884,Isabel Carlos  Gómez González,83.0,74.0,70.0
11026,Isabel Carlos  Gómez González,54.0,78.0,54.0
16695,Andrés Ana  González Martínez,85.0,45.0,53.0
14773,Luis Ana  López González,71.0,89.0,96.0
15936,María Betsua  López López,86.0,45.0,97.0
14584,Leticia Angel  Martínez Pérez,44.0,53.0,60.0
10116,Leticia Laura  Rodríguez Rodríguez,62.0,59.0,83.0
12258,Andrés Juan  Gómez Rodríguez,99.0,95.0,90.0
18018,María Laura  Gómez Gómez,93.0,91.0,69.0
15496,Carlos Laura  Pérez Martínez,91.0,88.0,54.0
13612,Laura Carlos  Gómez González,96.0,75.0,101.0
13350,Ana Betsua  López Martínez,74.0,88.0,84.0
11240,Luis Laura  Fernández Martínez,62.0,97.0,93.0
16949,Isabel Laura  Fernández Pérez,59.0,76.0,63.0
15688,Laura Lucia  González Rodríguez,86.0,79.0,90.0
18747,Laura Angel  Fernández Pérez,87.0,94.0,57.0
11195,Isabel Betsua  Rodríguez Pérez,84.0,45.0,79.0
12650,Leticia Juan  Fernández Gómez,96.0,60.0,42.0
12883,Luis Betsua  González Pérez,55.0,101.0,99.0
13823,Laura Betsua  Gómez Pérez,70.0,46.0,55.0
19064,Laura Laura  López Martínez,86.0,82.0,67.0
11454,Laura Betsua  Fernández Rodríguez,62.0,69.0,65.0
14692,Ana Juan  Gómez Rodríguez,97.0,79.0,59.0
18205,Sofía Angel  Fernández Fernández,47.0,55.0,46.0
16208,María María  Pérez González,89.0,45.0,51.0
10958,Pedro Ana  López Martínez,52.0,80.0,71.0
15854,María Laura  González López,71.0,71.0,42.0
13526,Laura Carlos  Martínez Pérez,63.0,59.0,69.0
17567,Sofía Laura  Pérez Gómez,88.0,40.0,58.0
19707,Sofía Pedro  Pérez López,90.0,94.0,75.0
19252,Luis Ana  Martínez López,58.0,92.0,98.0
13306,Ana Juan  Gómez Pérez,44.0,73.0,88.0
17653,Carlos Juan  Rodríguez Fernández,88.0,73.0,78.0
18279,Sofía Lucia  Gómez Pérez,79.0,91.0,91.0
11668,Sofía María  Rodríguez Martínez,52.0,61.0,87.0
17252,Leticia Angel  Pérez Martínez,72.0,54.0,51.0
13221,Andrés Carlos  Martínez Rodríguez,62.0,86.0,96.0
15759,Ana Carlos  Pérez González,100.0,78.0,63.0
19958,Carlos Ana  Fernández Rodríguez,95.0,69.0,62.0
15130,Isabel Lucia  González Martínez,68.0,83.0,56.0
15593,Leticia María  Pérez Rodríguez,86.0,62.0,84.0
19867,Andrés Carlos  Martínez González,58.0,78.0,62.0
10403,Pedro Ana  González Rodríguez,70.0,86.0,84.0
16947,Andrés Laura  Fernández López,64.0,53.0,64.0
11748,Carlos Laura  López González,62.0,68.0,97.0
15170,Leticia Carlos  Rodríguez Martínez,95.0,48.0,53.0
16374,Ana Ana  Gómez Martínez,85.0,88.0,92.0
16916,Andrés Lucia  Fernández Martínez,90.0,80.0,64.0
16126,Luis Luis  González Gómez,43.0,87.0,85.0
13916,Carlos Luis  Martínez Gómez,77.0,50.0,93.0
12174,Pedro Lucia  Gómez López,83.0,76.0,93.0
16116,Laura Ana  Gómez Gómez,79.0,53.0,63.0
16146,Ana Luis  López Martínez,44.0,77.0,50.0
16353,Isabel Pedro  López Pérez,52.0,100.0,68.0
19163,Leticia Luis  Fernández Rodríguez,88.0,60.0,79.0
14622,Andrés Carlos  Pérez Pérez,52.0,47.0,69.0
13102,María Carlos  Rodríguez Rodríguez,56.0,98.0,69.0
13400,Laura María  Pérez González,66.0,83.0,95.0
11120,Luis Laura  Pérez Rodríguez,90.0,51.0,60.0
16171,Pedro Lucia  Rodríguez González,96.0,86.0,101.0
13399,Andrés Laura  Martínez Pérez,77.0,54.0,92.0
13001,Leticia Laura  Fernández Pérez,65.0,96.0,63.0
13167,Luis María  Rodríguez Martínez,65.0,54.0,97.0
10797,Andrés Carlos  Pérez Pérez,83.0,96.0,71.0
15522,Sofía Angel  Martínez López,79.0,82.0,79.0
16188,Carlos María  Fernández Gómez,55.0,71.0,52.0
11032,Ana Luis  López López,52.0,79.0,41.0
11699,María Pedro  Fernández Fernández,89.0,82.0,51.0
19913,Ana Betsua  Pérez Gómez,67.0,43.0,54.0
18987,Laura Luis  Gómez González,43.0,71.0,72.0
10760,María Lucia  Gómez Pérez,59.0,46.0,69.0
15977,Luis Angel  Martínez López,55.0,69.0,67.0
12503,María Luis  Pérez Martínez,56.0,63.0,64.0
12689,Leticia Pedro  López Rodríguez,78.0,93.0,84.0
15860,Isabel Carlos  Gómez Rodríguez,81.0,68.0,80.0
17563,Ana María  Fernández Fernández,92.0,100.0,43.0
16803,Andrés Ana  Pérez López,51.0,97.0,92.0
15564,Carlos Luis  Gómez Martínez,53.0,43.0,64.0
14916,Pedro Betsua  González Gómez,84.0,69.0,54.0
14737,Carlos Luis  Fernández Fernández,54.0,98.0,99.0
15279,Leticia Juan  Rodríguez González,66.0,79.0,77.0
17005,Leticia Lucia  González Pérez,45.0,41.0,91.0
12800,María Laura  Martínez López,71.0,48.0,60.0
17399,Pedro Carlos  Martínez López,66.0,46.0,46.0
12260,Laura Angel  López López,90.0,64.0,64.0
17601,Isabel Betsua  López López,96.0,80.0,98.0
12286,Isabel Angel  Rodríguez Gómez,55.0,59.0,55.0
16704,Isabel Betsua  González Pérez,59.0,42.0,97.0
18855,Leticia Lucia  Gómez Martínez,81.0,66.0,44.0
15773,Laura Betsua  González Martínez,50.0,84.0,42.0
15196,Carlos Laura  Martínez Fernández,42.0,99.0,87.0
11997,Laura María  Gómez Martínez,80.0,60.0,93.0
10491,Laura Juan  López Pérez,72.0,97.0,69.0
12373,Ana Pedro  López Martínez,59.0,62.0,75.0
15855,Laura Luis  Gómez Rodríguez,98.0,61.0,54.0
15332,Leticia Pedro  Rodríguez González,91.0,72.0,99.0
13333,Ana Laura  Rodríguez Gómez,54.0,97.0,64.0
12003,Carlos Lucia  Gómez Fernández,62.0,65.0,83.0
14743,Luis Betsua  González Rodríguez,64.0,61.0,48.0
15944,Luis Luis  González Pérez,98.0,68.0,69.0
10792,Luis María  Pérez Pérez,52.0,88.0,84.0
11537,Pedro Angel  Gómez Rodríguez,94.0,73.0,64.0
17174,María Juan  Fernández Martínez,53.0,85.0,75.0
19020,Pedro María  Rodríguez Pérez,69.0,48.0,90.0
13775,Leticia Betsua  López Gómez,82.0,51.0,71.0
10270,María Carlos  González Pérez,91.0,91.0,61.0
17454,Ana Angel  Rodríguez Fernández,57.0,87.0,91.0
17798,Andrés Betsua  López Martínez,44.0,77.0,54.0
11074,Carlos María  Fernández Fernández,73.0,49.0,89.0
13888,Sofía Juan  López Martínez,101.0,90.0,97.0
11245,Laura Laura  Rodríguez Fernández,48.0,50.0,81.0
13354,Luis Lucia  López López,94.0,57.0,69.0
13392,Leticia Lucia  Fernández González,81.0,78.0,45.0
19803,Pedro Laura  Pérez López,44.0,75.0,51.0
13242,Leticia Luis  Martínez Gómez,58.0,91.0,78.0
15834,Leticia Juan  Fernández Pérez,44.0,69.0,88.0
16086,Leticia Betsua  Gómez Fernández,98.0,91.0,92.0
10119,Leticia Luis  Fernández González,71.0,54.0,49.0
14866,Ana Luis  Rodríguez Martínez,71.0,62.0,61.0
14584,Carlos Carlos  López Fernández,98.0,74.0,61.0
10157,Isabel Luis  López Gómez,47.0,44.0,53.0
15555,Andrés Angel  Martínez González,72.0,70.0,43.0
10972,María Ana  Fernández Pérez,65.0,93.0,67.0
15645,Ana Ana  González Pérez,45.0,55.0,64.0
12699,Laura Laura  Fernández González,82.0,99.0,99.0
16729,Carlos Carlos  Pérez Fernández,99.0,52.0,41.0
11282,Leticia Luis  Pérez González,57.0,54.0,42.0
17103,Luis María  Pérez González,85.0,91.0,70.0
19004,Andrés María  González Martínez,48.0,93.0,84.0
12380,Sofía Pedro  González Pérez,92.0,61.0,99.0
17465,Leticia Luis  Fernández Gómez,48.0,46.0,56.0
17795,Carlos Angel  González Gómez,47.0,100.0,79.0
18794,Laura Carlos  López González,63.0,96.0,100.0
15147,Pedro María  Rodríguez Rodríguez,56.0,65.0,45.0
10220,Laura Lucia  González López,52.0,87.0,43.0
16139,Andrés Pedro  González Rodríguez,66.0,46.0,77.0
10379,Luis Juan  Rodríguez Fernández,85.0,67.0,93.0
11349,Isabel Betsua  Rodríguez Gómez,47.0,65.0,85.0
17626,Laura Carlos  Fernández López,85.0,89.0,59.0
17965,Ana Juan  Gómez González,85.0,54.0,47.0
10113,Ana Betsua  Martínez Pérez,67.0,49.0,80.0
14054,Carlos Pedro  Rodríguez Pérez,70.0,77.0,56.0
18624,Leticia Angel  Pérez Rodríguez,48.0,56.0,100.0
10954,Carlos Ana  Gómez González,71.0,98.0,87.0
11783,Andrés Laura  Fernández Fernández,83.0,60.0,47.0
16205,Laura Betsua  López López,53.0,46.0,75.0
11630,Sofía María  Gómez Fernández,91.0,83.0,63.0
16713,Andrés María  López Martínez,64.0,89.0,97.0
12087,María Angel  González López,100.0,62.0,72.0
17809,Sofía Ana  González González,98.0,88.0,44.0
19420,Isabel Carlos  Rodríguez Pérez,69.0,85.0,56.0
19293,María Laura  Pérez Rodríguez,50.0,98.0,80.0
14978,María Juan  González Rodríguez,94.0,54.0,73.0
19380,Sofía María  López Gómez,93.0,46.0,81.0
16328,Pedro Luis  Gómez Fernández,44.0,46.0,50.0
10091,María María  Martínez Martínez,72.0,60.0,51.0
18704,Leticia Ana  Martínez Martínez,68.0,78.0,96.0
10517,Leticia Carlos  Gómez Pérez,63.0,99.0,94.0
19390,Sofía Laura  Gómez Gómez,71.0,42.0,66.0
13555,Isabel Juan  González Martínez,87.0,73.0,60.0
12721,Luis Angel  Gómez González,57.0,95.0,54.0
19750,Isabel Laura  López Rodríguez,95.0,65.0,41.0
12907,Laura Lucia  Gómez Martínez,79.0,41.0,54.0
17570,Laura Betsua  González Martínez,45.0,46.0,71.0
12920,Laura Laura  Pérez Martínez,89.0,80.0,43.0
17415,Andrés Juan  Martínez Pérez,80.0,64.0,80.0
13130,María María  González González,87.0,43.0,97.0
10180,Pedro María  González Pérez,80.0,54.0,89.0
18279,Carlos Laura  González Pérez,45.0,96.0,82.0
10742,Pedro Lucia  Fernández Pérez,45.0,80.0,54.0
18340,Luis Carlos  González Rodríguez,93.0,85.0,82.0
17711,Ana María  Pérez Gómez,92.0,46.0,60.0
17941,Luis Pedro  González Pérez,99.0,43.0,82.0
16363,María Luis  López Rodríguez,88.0,44.0,68.0
14391,Isabel Lucia  Rodríguez Martínez,86.0,68.0,77.0
17438,Laura Angel  González López,74.0,51.0,81.0
15538,Laura Betsua  Rodríguez López,56.0,68.0,53.0
19990,Laura Carlos  Gómez Rodríguez,72.0,55.0,98.0
18912,María Laura  López López,96.0,100.0,86.0
11628,María Carlos  Gómez Gómez,71.0,66.0,94.0
12787,Carlos Laura  Gómez Rodríguez,47.0,48.0,87.0
19427,Luis Juan  López Gómez,78.0,79.0,67.0
10665,Laura María  Pérez Martínez,96.0,66.0,61.0
17332,Luis Juan  Martínez Gómez,84.0,53.0,57.0
17950,Pedro Lucia  Martínez López,96.0,65.0,49.0
17858,Isabel Juan  Fernández Martínez,85.0,98.0,45.0
14379,Ana Ana  Fernández Gómez,97.0,79.0,44.0
16954,María Lucia  Rodríguez González,86.0,43.0,83.0
13692,Ana Ana  López Pérez,72.0,85.0,73.0
10764,Carlos María  Martínez Fernández,71.0,63.0,50.0
10512,Luis Pedro  Martínez Fernández,72.0,101.0,50.0
15363,Laura María  Gómez Fernández,88.0,99.0,98.0
16262,Pedro María  Pérez Fernández,95.0,79.0,86.0
17961,María Luis  Rodríguez González,63.0,63.0,92.0
13857,María Luis  Gómez Pérez,64.0,93.0,99.0
19931,Andrés Pedro  López González,76.0,60.0,89.0
19627,Ana Angel  López González,50.0,86.0,41.0
10378,Laura Laura  Fernández López,72.0,81.0,84.0
18764,María Lucia  Martínez Pérez,72.0,62.0,60.0
13271,Luis María  Martínez Fernández,49.0,96.0,71.0
19287,Pedro Carlos  López Martínez,66.0,65.0,42.0
15484,Isabel María  González Fernández,51.0,54.0,68.0
13183,María Juan  Gómez González,94.0,99.0,97.0
12558,Carlos Ana  Pérez Pérez,84.0,57.0,44.0
14821,Isabel Betsua  Martínez Gómez,78.0,95.0,44.0
18741,Isabel Pedro  González Martínez,78.0,46.0,68.0
18799,Carlos Angel  Fernández Martínez,94.0,100.0,75.0
12977,Carlos Ana  Rodríguez Pérez,54.0,42.0,75.0
17158,Sofía Lucia  López Martínez,75.0,46.0,94.0
11734,Sofía Ana  Pérez López,65.0,101.0,51.0
14198,Laura Betsua  González Pérez,78.0,93.0,66.0
16284,Luis Ana  Martínez González,45.0,88.0,78.0
13555,Ana María  Gómez López,90.0,88.0,40.0
11029,Ana Juan  Rodríguez López,89.0,81.0,93.0
16055,Sofía Pedro  Fernández Pérez,80.0,58.0,101.0
16499,Isabel María  Gómez Gómez,81.0,52.0,79.0
12445,María Ana  López Gómez,82.0,71.0,87.0
16736,Pedro Lucia  Gómez Pérez,100.0,84.0,54.0
18768,María Ana  González Martínez,42.0,95.0,99.0
18025,Andrés Angel  Gómez González,88.0,91.0,94.0
11711,María Laura  Rodríguez Fernández,77.0,61.0,96.0
14328,Luis Ana  Rodríguez López,57.0,68.0,62.0
16916,Andrés Lucia  Fernández Rodríguez,86.0,44.0,93.0
15855,Luis Betsua  Fernández López,77.0,82.0,76.0
16013,Sofía Carlos  Fernández Martínez,65.0,55.0,72.0
16539,Isabel Betsua  Pérez Martínez,55.0,86.0,44.0
15827,Pedro Ana  González Fernández,90.0,67.0,78.0
16741,Sofía Angel  Martínez López,66.0,84.0,62.0
14278,Carlos Pedro  Martínez Pérez,79.0,84.0,56.0
10115,Ana Betsua  Pérez Pérez,96.0,91.0,84.0
13413,Leticia Lucia  González Rodríguez,62.0,61.0,67.0
17497,Sofía Juan  López Rodríguez,84.0,65.0,77.0
16012,Pedro María  López Martínez,83.0,58.0,41.0
13519,Sofía María  Gómez Pérez,66.0,49.0,90.0
11515,María Laura  González López,75.0,93.0,46.0
15189,Laura Ana  Martínez Pérez,70.0,55.0,64.0
10207,Andrés Betsua  Martínez Pérez,56.0,76.0,41.0
16147,Andrés Ana  Pérez Gómez,64.0,85.0,65.0
16856,Pedro Ana  Fernández Gómez,63.0,65.0,94.0
13332,Leticia Pedro  Gómez Fernández,70.0,41.0,67.0
19608,Andrés Betsua  López Martínez,81.0,45.0,82.0
16965,Leticia Carlos  Gómez López,98.0,74.0,49.0
14068,Leticia Angel  Fernández Pérez,89.0,87.0,67.0
16870,Luis Carlos  Pérez López,40.0,80.0,44.0
15213,Sofía Lucia  Pérez López,90.0,69.0,55.0
11900,Laura Ana  Gómez González,74.0,63.0,41.0
10276,Leticia Angel  González González,70.0,88.0,61.0
13392,Isabel Laura  López López,58.0,69.0,63.0
14881,Sofía Luis  Rodríguez González,45.0,87.0,56.0
11222,Pedro Carlos  Fernández Martínez,54.0,68.0,54.0
13507,María Ana  López Fernández,49.0,85.0,55.0
14944,Sofía Luis  Rodríguez Fernández,93.0,61.0,97.0
11402,Luis Ana  Pérez López,40.0,64.0,82.0
13359,Pedro Pedro  López López,48.0,55.0,60.0
12619,Isabel Carlos  López González,94.0,43.0,58.0
13857,Carlos Laura  Gómez Gómez,65.0,96.0,84.0
19438,Sofía Angel  Gómez Rodríguez,67.0,56.0,98.0
17119,Carlos Luis  Pérez López,50.0,49.0,41.0
15330,Carlos Angel  López González,61.0,51.0,46.0
14802,María Betsua  Gómez Rodríguez,61.0,75.0,77.0
12561,Sofía Betsua  Fernández López,73.0,43.0,81.0
13938,María Betsua  González Martínez,56.0,45.0,75.0
18532,Luis Lucia  Fernández Gómez,46.0,74.0,47.0
18095,Leticia Juan  Martínez Pérez,93.0,89.0,71.0
10114,Luis Ana  Martínez López,66.0,93.0,74.0
12152,Sofía Laura  López González,68.0,51.0,90.0
17960,Luis Carlos  Pérez Fernández,54.0,96.0,80.0
11087,Andrés Angel  Fernández López,75.0,95.0,50.0
